ID,Tweet,Target,Stance
6726,An incomplete list of corrupt FBI officials who need to be indicted and jailed #tcot #ccot #tlot #TeaParty #GOP #Trump #StopTheCoup,Donald Trump,FAVOR
6727,"We will never surrender. We win or we die. And don't think it stops there. You will have the next generation to fight; and after the next, the next. As for me, I will live longer than my hangman. #Noahide #coronavirus #Corona #Zionism #Israel #Noahidelaw #Trump",Donald Trump,FAVOR
6728,If Donald Trump were a dog he'd be that one dog that always tries to hump your leg but fails and inevitably pees on the carpet instead. In anger he then decides to just hump the pee stain. #DonaldTrump #Republicansarerapists,Donald Trump,AGAINST
6729,"Theyve always been that something, Richard. Their hatred for @realDonaldTrump pushed it all out in the open!",Donald Trump,FAVOR
6730,Michael Cohen is a liar and a pathetic excuse for a man. Boy the Dems are eating up his bullshit! #CohenHearing #Trump,Donald Trump,FAVOR
6731,"NB: Fact MSM* not Russia, hack attacking USAs: nuclear plants power grid elections aviation while Trump is Vlads rump ... and NoKo, China, Iran, +more hacking whatever NUTS!!! #KAG2020 MSM #DoBetter #SaveAmerica _ * @CBS @ABC @MSNBC @NBC @CNN",Donald Trump,FAVOR
6732,"While it was not the smoking gun linking Trump to Russia, it links Trump to other criminal charges that he has been blatantly lying about. With some actual evidence that Cohen brought with him to back that up.",Donald Trump,AGAINST
6733,@MSNBC STOP giving oxygen to #Trump rallies - even @fox doesn't cover them anymore. Please. Stop @nbcnews #andylack,Donald Trump,AGAINST
6734,"#HappyHolidays @marklevinshow You know, #DonaldTrump; you know he is a good person, kind, friendly, and he likes children. Hope and your fans enjoy this scene from one of my favorite #Christmas season movies.",Donald Trump,FAVOR
6735,"@realDonaldTrump seen by the dems and easily shocked and moved Republicans...as a traitor like move.. this is BS!!!! To keep the country safe, one needs to have no fear. As you are demonstrating.",Donald Trump,AGAINST
6736,Trump has do e a fantastic job while you and yours have e been inciting panic and fear. Trump acted quickly and slowed this thing down yet it doesnt count unless you voted for the person making the statement. Proof a #democrats2020 will.tell you your ok while your neck is sawed,Donald Trump,FAVOR
6737,"It sounds like you are talking about the #Trump administration and #CorruptGOP. ""past pattern of blatant deception &amp; actively trying to cover up the Coronavirus"". This is the @GOP and Trump admin's M.O.",Donald Trump,FAVOR
6738,"Up is down. Or maybe not. Depends on whether youre left or right. Dear Universe: Just send the asteroid, and lets be done with this crap. #coronavirus @realDonaldTrump #GOP",Donald Trump,AGAINST
6739,"On FEBRUARY 18, Fauci Submitted a paper to the New England Journal of Medicine, expressing Fauci's opinion that the overall clinical consequences of Covid-19 may ultimately be more akin to those of a SEVERE SEASONAL INFLUENZA DID FAUCI MISINFORM TRUMP",Donald Trump,FAVOR
6740,"Imho all Trump + GOP accuse Democrats of, they are guilty of. That Trump sits in the Oval Office? I've been calling it a coup since the moment seat was stolen: #TrumpRussia, part of it cyber-violence, acts of war. With Putin's help, a coup occured. I want Russia out now.",Donald Trump,AGAINST
6741,"Over 200 Federal Judges, Pres Trump flipped 9th Circuit while Haters be Hating! #walkaway",Donald Trump,FAVOR
6742,"Earth was made by Divine design. Not too close to sun, not too far. Your stupid green new deal, carbon tax or whatever tax you want to impose will not change design features one friggin bit! @AOC @RepAOC @algore @BillNye @CAgovernor @NYGovCuomo @GretaThunberg @realDonaldTrump",Donald Trump,FAVOR
6743,"#Trumponomics ... also known, in economic parlance, as pushing on a string. All this against the backdrop of a federal debt topping $23 trillion by #Election2020. So what else but ... more tax cuts and interest rates kept artificially low!",Donald Trump,AGAINST
6744,You can be proud of you #President!! He loves his country and its people!! That is huge. Canada doesn't have what you do! @realDonaldTrump is a great man!,Donald Trump,FAVOR
6745,"There's no denying that #FOXNews is today's Der Strmer, the weekly Pro-Nazi German tabloid newspaper published from 1923 to the end of World War II. #Fox is unabashedly in service to #Trump and the #authoritarian, READ #Fascist wanna be #GOP.",Donald Trump,AGAINST
6746,I love what the President is doing and think he is the best President we have had in my lifetime but I am a Constitutionalist. I believe the Constitution was written with God's Guidance. #InGodWeTrust So changing it even for a man like President Trump would be wrong.,Donald Trump,FAVOR
6747,"""President Trump"" ""Jarrett"" ""Roseanne"" ""Planet of Apes"" ""Serling"" #drellenbrandt #GOP The original Planet of Apes movie was very political - capable, in fact, of being viewed as a Fascism vs Democracy debate.",Donald Trump,AGAINST
6748,"3) radical leftists at Twitter bragging about #shadowbanning conservatives, #Democrat operatives paid by the #Clinton #campaign engaging in #voterfraud, CNN employees admitting that the Trump-Russia story was a #fakenews ratings bonanza, and the culture of anti-Trump bias",Donald Trump,FAVOR
6749,The eternal jewish banker always projects his own sins towards other people. #GeorgeSoros #Davos2020 #DonaldTrump,Donald Trump,FAVOR
6750,NO PRECONDITIONS ?? so then what is the difference between #OBAMA meeting and #trump meeting for the stupids #Republicans #GOP,Donald Trump,AGAINST
6751,What is WRONG with finding out WHOLE TRUTH? #Dems sure cried 4TRANSPARENCY abt 2016 election when they thought they could pin vote fraud/Russian Collusion on #Trump That didnt work &amp;Trump on 2them...Dems makn new conspiracies &amp;circln wagons What r #Democrats so worried abt?,Donald Trump,FAVOR
6752,TRUMPS #GOP ARE FUCKING CRAZY!!! Its not even a joke anymore!! These are human beings lives that #Trump &amp; @VP DOES NOT CARE ABOUT! This Friday #PENCE will have the LAST OF ANY Task Force on that WILL NOT HAVE MEDICAL EXPERTS!,Donald Trump,AGAINST
6753,And the punchline: the 44th #IMPOTUS @realDonaldTrump and the @GOP Group of Putin has helped every step of the way over the past three years...at least.,Donald Trump,AGAINST
6754,Obama's standards WERE ambitious. This is factual. Fossil fuel emissions ARE dangerous. This is factual. Trump's move WOULD gut the country's efforts against climate change. This is factual. What's not objective?,Donald Trump,AGAINST
6755,"API's RightScore for ""Democrats preview post-Trump plan: Executive orders - POLITICO"" is -99. #republican #america #mediabias #trump",Donald Trump,FAVOR
6756,"America is RIFE with Coronavirus... 32% increase of active cases in the last 24hrs & that's with minimal testing being carried out because #Trump has deliberately sold you all out. So yeah, please stay home American Citizens, we've enough dealing with our own #coronavirus issues.",Donald Trump,AGAINST
6757,Talk about sick. I still can't believe @realDonaldTrump is America's president.,Donald Trump,AGAINST
6758,"Trump administration eyes capital gains tax cut for wealthy: NY Times #1%,#TrumpCorruption ,#Resist,#Resistance,#DumpTrump,#NotMyPresident",Donald Trump,AGAINST
6759,This is good. You know it's serious when #LasVegas closes #casino s. With BILLIONS of lost dollars. They value life more that #Trump does.,Donald Trump,AGAINST
6760,What's wrong with these #GOP #lawmakers? Why can't they allow #Mueller's #investigation to play out without showing their stupidity and unwise impulse to protect #Trump? GOP Rep. Issa: Nobodys Going to be Surprised If Trump Lied About Russia Meeting,Donald Trump,AGAINST
6761,Just imagine...If we didn't have an emasculated POS ex-cia director out to get @realDonaldTrump at the expense of our Great Again Country!,Donald Trump,FAVOR
6762,"Just when you think he can't do much more harm...BAM, he opens his mouth up again. #Trump",Donald Trump,AGAINST
6763,"When #America gets a taste 2-3 years from now of what #Trump non-policy strategy has gotten #US into economically &amp; environmentally, we will shake our heads in disbelief that the gaslighting from a reality TV host decided our countrys future. #Vote2018",Donald Trump,AGAINST
6764,"Because of Trump incompetence,denial,ignoring coronavirus pandemic we lost 8 weeks of lead time to contain the threat. Cases doubling in 24 hours. Im not POTUS. I saw this coming. Im sure there are quite a lot who are like me. So WHY didnt Trump, his Administration and #GOP ?",Donald Trump,AGAINST
6765,This Space force BULLSHIT needs to stop! What a fucking joke #donaldtrump #SOTU2020,Donald Trump,AGAINST
6766,This is literally the photo of the century. This is the moment when #Putin got what he always wanted; to submit the United States of America to his will. He knows what #DonaldTrump and most #GOPs leaders have done. #Epstein sold him the tapes! This isnt America anymore!,Donald Trump,AGAINST
6767,#mediacollusion @ABC @CNN @RandPaul @SenateGOP @SenateMajLdr #POTUS45 @POTUS @realDonaldTrump When do we Get relief From The lying Corrupt media in our Face constantly ? #pleaseArrestthemforConspiracyASAP,Donald Trump,FAVOR
6768,"Shooter killed in West Texas after 5 people died, at least 21 injured, police say. Is this ever going to end? Bullshit @realDonaldTrump You don't have a heart to break. Your fingerprints are all over this. #midlandshooting",Donald Trump,AGAINST
6769,"#NewBluehand #Bluehand Yet again, Donald Trump has demonstrated that he is more concerned with a photo op for himself than getting results for the American people. He has repeatedly elevated Kim Jong Un a murderous tyrant on the international stage in exchange for almost",Donald Trump,AGAINST
6770,"And I'm 75, and I'm scared. I will fight Trump and the #GOP with everything I have to give. We all must speak out. We must vote, and when you vote, vote #Democrat. You will be telling both #Trump and congress you had enough.",Donald Trump,AGAINST
6771,"Every thoughtful, feeling person is taking a few moments to remember the over 100,000 souls needlessly lost in just three months to the #TrumpPlague. Without empathy,Trump tweeting about vetoing a bill he made @senatemajldr &amp; GOP Sen pass! Anything to distract! MOURN TO LOST!",Donald Trump,AGAINST
6772,"The #Dems are worried you'll win re-election Mr. President @realDonaldTrump, so they're pulling every dirty trick in the book to demonize you but Americans know the truth. We got this. #ShiftySchiff #StarChamber",Donald Trump,FAVOR
6773,"Hot take: #Venezuela is Trumps attempt at what GWB did in Iraq, and #dems are currently handing him his second term on a silver platter by playing along to his tune.",Donald Trump,AGAINST
6774,"Italy's Sergio Matarella, who favors US/Russia relations, to meet with trump. Trump says he will shut down gov't ,not sign off spending bill, if it doesn't include money for wall. Big baby must get his way! #DumpTrump.",Donald Trump,AGAINST
6775,"Lies! Typical #FakeNews tactic. Heres the whole story you wont see on #MSM. The @POTUS absolutely right, he bluntly tells the TRUTH hence #Democrat meltdown. #Trump is a #Lie",Donald Trump,FAVOR
6776,What if they live in a state with no taxes? What excuse do you have for them then? Trump and the #GOP ripped off the American middle class.,Donald Trump,AGAINST
6777,@NPR - @harleydavidson is lying. They already planned to shift production before the tariffs. @realDonaldTrump and the #republican #congress tax breaks allowed Harley to expedite plans reducing American jobs while shifting production overseas. #harleysucks,Donald Trump,AGAINST
6778,"Why should he? They want to be left alone and say they want more privacy, so why not hunker down in #Canada! Donald Trump says #USA will not pay #MeghanMarkle and #PrinceHarry's 8m LA security bill",Donald Trump,FAVOR
6779,"After writing this yesterday, the market climbed 1,100 points. Today is is down 900 points currently. Anyone else tired already? #DJIA #dow #marketcrash #DonaldTrump #TrumpCrash #StockMarket",Donald Trump,AGAINST
6780,Its the bold face truth!! The #Dems hate that @realDonaldTrump has disrupted politics as usual... corrupt and self-serving is no longer tolerable. The jig is up and the swamp stinks.,Donald Trump,FAVOR
6781,"This holiday season take a moment to thank Trump supporters, because they will not elect a Communist like this, who wants to control every aspect of Americans lives. #SocialismKills #SocialismSucks",Donald Trump,FAVOR
6782,"Trump isn't a politician. He is a business man, he is running the USA like a business and its actually working. He is doing an amazing job!",Donald Trump,FAVOR
6783,you are great! hot too... but mainly a great reporte! #Trump,Donald Trump,FAVOR
6784,"We need another war, says Deep State Operative John Bolton. #DeepState #Trump #MAGA2020 @realDonaldTrump",Donald Trump,FAVOR
6785,"#FranklinGraham sez #DonaldTrump listens to advice. I have some advice for Donald: RESIGN. I think Franklin should quit his job too. In fact, Id advise them both to take a vow of silence. That might make the world a better place.",Donald Trump,AGAINST
6786,#PutinsPuppet and the #ComplicitCorruptGOP are the new face of the #Republican party and the #TrumpRecession. #WalkAwayFromRepublicans,Donald Trump,AGAINST
6787,"This morning, I am reporting on the death of Baghdadi...THIS now makes ME...the BigDaddy! @realDonaldTrump #SundayHumor",Donald Trump,FAVOR
6788,"@realDonaldTrump when I was 3 months pregnant, my husband told me he was having an affair. I can't imagine what you're wife (wives?) have gone thru with you. You are a complete dirtbag. You are not fit to be a husband, father, and especially #president. #ResignNow #fuckoff",Donald Trump,AGAINST
6789,"#TrumpIndiaVisit | US President @realDonaldTrump arrives in India, was received by PM @narendramodi with his signature hug #NamasteTrump #DonaldTrump #TrumpInIndia",Donald Trump,FAVOR
6790,So I just learnt that #Impeached doesnt mean #DonaldTrump will have to leave office. There will be a trial and only if convicted he will go. In fact #BillClinton held on to office post #impeachment. So the battle continues. #IMPEACHMENTVOTE,Donald Trump,AGAINST
6791,Ive said I am staying on Twitter. Im just helping #BuildTheBridge so if my #President wants to do both he has a platform full of followers! Its all about #Trump2020. I have respect for @parscale whos fighting against censorship! I want us to fight it not have gov. regs.,Donald Trump,FAVOR
6792,"#Independents #Independent #Voters - @AOC says that the impeachment isn't about something Trump DID, but it is about unifying her PARTY. Here is your new #Democrat #Socialist party folks. NOT the #Democrats of JFK era. #WalkAwayFromDemocratSocialists #WalkAway #Blexit #LEXIT",Donald Trump,FAVOR
6793,#FoxAndFriends #RepublicanParty #DemocraticParty Trump is deathly afraid of what Mueller will say tomorrow. Hopefully there will be sufficient data to start impeachment. Once impeached he can be booted out of office and prosecuted. Then the prison photos will hit the internet.,Donald Trump,AGAINST
6794,Trump retweeted Cowboys for Trump video declaring The only good Democrat is a dead Democrat.,Donald Trump,AGAINST
6795,#DeepState #ObamaGate #ClintonGate #KAG2020 @realDonaldTrump Saved America This #Election2020 will determine whether we are a Free Nation or an Illusion of Democracy. #WeThePeople Must Stand United &amp; Reelect DJ Trump! Listen,Donald Trump,FAVOR
6796,Good mornin Elfrybody!!!! Have a blessed day!! Praying for our great nation and the man we elected to get the job done @realDonaldTrump #PromisesMadePromisesKept #StandwithTrump #POTUS45 #SCOTUS #PrayingElves #DOTUS #UnitedNotDivided,Donald Trump,FAVOR
6797,But #Republicans want Obama to HAVE done that. That's how they excuse #Trump,Donald Trump,AGAINST
6798,"#KabulAttack #President Donald J Trump wake up and whats going on in Afghanistan , your troops are useless there and not up to their job . If they are doing nothing there so pull them out Afghanistan . So then people can take their own security and fight back against terrorists.",Donald Trump,AGAINST
6799,it's good oppourtonity for Nancy Poulocy for fight with Trump,Donald Trump,FAVOR
6800,"Re: your statement that God picked @realDonaldTrump to be President. The evidence is that #Putin did, along with #Republican #gerrimander",Donald Trump,AGAINST
6801,"What about domestic sabotage of our Republic @SenBlumenthal? You know, the kind where a candidate for @POTUS pays for a Russian dossier filled with lies thats weaponized and used to spy on a rivals campaign. That would have disenfranchised 63 million @realDonaldTrump voters.",Donald Trump,FAVOR
6802,Where is the bogus impeachment article? Because @POTUS #Trump still the president and will continue to be the best president The USA has ever have #ohWait #DrainTheSwamp to #MAGA-&amp;-#KAG,Donald Trump,FAVOR
6803,"@realDonaldTrump They can insult, demean, threaten with death, mock behead, ridicule POTUS, his family and what he stands for but they fire Rosanne? They hire a CONVICTED pedo for kids shows ? Like we don't see what you are... Sickos!!!",Donald Trump,FAVOR
6804,It is insane how much they hate @realDonaldTrump. They dont care about this country or the people. Theyd rather see him fail. #insane #americanpeopleneedtowakeup,Donald Trump,AGAINST
6805,"This isn't even about #Trump. Learn your history. Even w/the best of intentions, sometimes people make mistakes. Also, lots of countries, including Russia have attempted to tamper w/our elections. Why is it now suddenly a thing? #Hillary &amp; #Democrats always need someone to blame.",Donald Trump,FAVOR
6806,".Replying to @CREWcrew Beware #Trump incessant #lies,such abundance induces torpor;blunts urgent sense of peril,worse negativity 2 further erode US values,rights,goals #Persist2Resist Each claim,blame,shame #45,#GOP Psycho-Sicko-phants spew,augur vile acts ahead #WednesdayWisdom",Donald Trump,AGAINST
6807,"I must stop watching @realDonaldTrump Press Conferences before I throw something at the TV screen. Never have I seen such obnoxious, rude behaviour &amp; heard such utter drivel from a #POTUS. He lies, exaggerates, blusters, evades questions &amp; demeans the office of President.",Donald Trump,AGAINST
6808,Literally everything #Trump touches turns to rubble. His latest target in his campaign of destruction is the World Trade Organization which he has been trying to strangle for a while now. The end is now near for the #WTO with its Director General Roberto Azevdo quitting.,Donald Trump,AGAINST
6809,NEVER FORGET @SenateGOP had the opportunity to remove Trump from office under impeachment...and ONLY @MittRomney voted for his removal. So much of today's volatility rests on their shoulders. #Senators #impeachment #Democrats2020,Donald Trump,AGAINST
6810,Show us the evidence or there isn't any. This administration is led by a corrupt pathological liar and his team of #Republican cucks. I trust what we hear from Iran more than I trust what we hear from @realDonaldTrump and his administration. #NotMyPresident,Donald Trump,FAVOR
6811,#Clowns #Debate #Dems #Trump Oddsmakers: Trump Has The Best Odds For Winning Reelection Since 2016,Donald Trump,FAVOR
6812,You know what I find rather shocking? There are many parody trump Twitter accounts. But there's no difference between them and the real one. At all. Shocking. #trump ##gop #Presidency,Donald Trump,AGAINST
6813,OMG!! This is freaking insane!! @realDonaldTrump please bring this up to the people to let them know how insane that UN pact on migration is. They are literally using it as a means to censor and shut down opposing views! They are freaking Hitler!,Donald Trump,FAVOR
6814,Mary....the Constitution does not allow for impeachment based upon Election Day butt hurt. PresTrump has not been found guilty of any high crime or misdemeanor.,Donald Trump,FAVOR
6815,#Donorrhea will blame #Democrats for his failures. His base will believe the #Dems inflicted this pandemic on the world to make #Dolt45* look bad! He's the worlds biggest loser!! Rick Wilson takes a blowtorch to Trumps COVID-19 failures -,Donald Trump,AGAINST
6816,"#GOP and #Trump #leadership in action. The #GOP cannot govern, only obstruct. They should return to being a minority party because that is all they can do. And the #FreedomCaucus can rot. They are less than useless until they learn how to #compromise.",Donald Trump,AGAINST
6817,"Yeah it seems you can, but really how can you look at the current #CorruptGOP and even want to be considered a #Republican. I can't imagine being loyal to that party of #Corruption any more. They aren't who they used to be #VeteransAgainstTrump",Donald Trump,AGAINST
6818,Amen!!! By the GRACE & POWER of ALMIGHTY GOD we dodged a bullet....figuratively & Literally!!! Thanks & Praise to God. #InGodWeTrust #Trump,Donald Trump,FAVOR
6819,We can't wait to hear all that you have to say. @realDonaldTrump is shaking in his boots.,Donald Trump,AGAINST
6820,"The #election of 2020, can't come quick enough. Once the @realDonaldTrump wins again, wonder what the #dems will do then",Donald Trump,FAVOR
6821,This is for the Press @AP Trumpf and Putins Repugs Have been calling for Violence against Press For a while and not one Friggin thing has been Done @TheJusticeDept @FBI,Donald Trump,AGAINST
6822,Would love for #POTUS #DonaldTrump to read #TheMemo at #SOTU Let them all hear it. All the media has leaked it. Why can't the American public have access? We are not as stupid as Hillary would have the Dems believe!,Donald Trump,FAVOR
6823,#Opportunityzone investment scheme in #Trump #GOP #taxcuts intended to help poor communities gives the 7% of Americans reporting taxable #capitalgains opportunities to invest in high-end real estate development w/ returns as high as 70% socializing risk,Donald Trump,AGAINST
6824,"Here is a perfect example of where @NRA , #Republican , and @realDonaldTrump policies lead - unaccountable guns in the hands of #felons , #terrorists and #challenged : Scranton man faces felony weapons charges - News - The Times-Tribune",Donald Trump,AGAINST
6825,"Pro-Trump Pastor Robert Jeffress: We Clearly Dont Support Extramarital Affairs, But We Support His Policies..#Trump..#GOP",Donald Trump,FAVOR
6826,Done. #boycottchickfila Who does the virtue-signaling pompous ass CEO of @ChickfilA think he is? Now Christians and Patriots have to get attacked by chickens? GTH #Trump,Donald Trump,FAVOR
6827,The world knows America is back...and stronger than ever! Thank you @realDonaldTrump!,Donald Trump,FAVOR
6828,"There are other people and parties who define a natrow group and do politics only to please this group while excluded and not caring for all others. This are autocrats, dictators, #Trump, #Orban, #Bolsonaro, #GOP, #AfD etc",Donald Trump,AGAINST
6829,Who the hell cares what #JackoWillink says to those two bozos and a bimbo on a couch on #DonaldTrump's state propaganda network #FoxNews! Experts say Trump made a BIG blunder which may lead to another massive mid east war! #POTUS @realDonaldTrump #FoxNews,Donald Trump,AGAINST
6830,"Is he going to repost this all day? We really havent had the real trump today, all handlers",Donald Trump,AGAINST
6831,"Immediately following @realDonaldTrump's #LexingtonRally join the Monday Night #LionelNation #Conspiratorium #LiveStream anent Trump's utter and incalculable magnificence and how he'll utterly destroy what's left of the #Dems, marching to victory again!",Donald Trump,FAVOR
6832,Trump's new tactic...is to try an scapegoate the nurses and medical staff... I...I don't even know what to say...that's beyond monstrous. That's...jesus.,Donald Trump,AGAINST
6833,"imagine our country,UK in 40+ temperatures. We cant cope at 30. The area on in Australia is frightening. Wheres the global leadership response to help? Surely its top agenda? #PrayForAustralia #ClimateChange #ClimateEmergency #BorisJohnson #DonaldTrump #EuropeanUnion",Donald Trump,AGAINST
6834,"Keep fighting Jill! Liberals must take a stand in #Election2020 and Write-in @DrJillStein &amp; @TulsiGabbard Blacks, Hispanics, Asians, Women, &amp; all Americans that want @realDonaldTrump to KEEP bringing prosperity to everyone WILL vote",Donald Trump,FAVOR
6835,"What Would a 'Joker'-Style 'Lex Luthor' Movie Look Like? I could see Hollywood framing Lex Luthor as a Donald Trump character trying 2 paint the POTUS as a criminal, but that will backfire & young America would embrace the anti-hero #KAG2020 via @thr",Donald Trump,FAVOR
6836,"Only because 68 percent were lazy or didnt like the candidate. I wouldn't take that hope into 2020. Brand new year, brand new outcome. Trump WILL NOT BE PRESIDENT. Happy New Year!!!",Donald Trump,AGAINST
6837,Fuck those dumb asses they get what they deserve lol #trumpsamerikkka #GOP #Republicans #Conservatives #TeaParty,Donald Trump,AGAINST
6838,"@realDonaldTrump you have made nasty, inflammatory remarks about every person targeted. You aren't trying to be nice!? You have single handedly emboldened people to b nasty and violent to opposition. Grow up. I'm sick of the they started it BS. Be better. #MAGABomber #POTUS45",Donald Trump,AGAINST
6839,"Fact 1 #DonaldTrump is intimidated by strong women like your mother , hill etc Fact 2 #DonaldTrump shows his guilt by lashing out and trying to belittle ppl If you are in either of these categories congrats youre doing it right",Donald Trump,AGAINST
6840,SO True - #Republicans stooges decided not to impeach even before the Impeachment hearings started Now we so very many witnesses have proven Trumpy is Guilty They still will not even listen - #GOP really #SouthCarolina,Donald Trump,AGAINST
6841,"#DonaldTrump is the agent of Satan. He is going to hell, along with his disciples.",Donald Trump,AGAINST
6842,"Alright, there are pros and cons to opening the country back up. HOWEVER, from here on out #Trump and the #GOP lost the right to ever call themselves #prolife ever again. They literally said people dying is fine if it saves the economy. #cureisworsethanthedisease #isitreally",Donald Trump,AGAINST
6843,For a man #DonaldTrump with such a limited vocabulary are you sure you wrote this tweet? Please someone buy this man a dictionary and a thesaurus and teach him how to use this.,Donald Trump,AGAINST
6844,"Well, I can see why @MSNBC #msnbc does NOT want you to watch @realDonaldTrump speaking right now He is tearing up the @DNC #Dems A HUGE CROWD ! #TheResistance #MeToo @TheLastWord @Lawrence #BlueWave2018 #ImmigrantCaravan #ABC #CBS @nbc #PoliticsLive #CNN #news #TexasDebate @THR",Donald Trump,FAVOR
6845,"Kelly, on His Way Out, Says Administration Long Ago Abandoned Idea of Concrete Wall - The New York Times // Hear that @SenSchumer @NancyPelosi #Wall idea abandoned long ago. Who knows what #Trump will use money for. #JustSayNo Stand strong!",Donald Trump,AGAINST
6846,@TomBrady? LOL. He is just better than #DonaldTrump at dealing with his narcissistic personality disorder.,Donald Trump,AGAINST
6847,"This is just another stunt by @realDonaldTrump to get his bigotted base fired up abt immigrants, and to distract from #TrumpRussia, the probes into his businesses, #KhashoggiMurder, and so on.",Donald Trump,AGAINST
6848,"JA. what is your exact point? When do you finally admit Pres Trump has made the correct calls, offering true leadership. What have you offered?....I mean, besides baseless confrontation? #MAGA2020 @realDonaldTrump",Donald Trump,FAVOR
6849,Does #DonaldTrump spreading #CoronavirusOutbreak ?? Does opposition leader had find it's medicine?? No than what he can do #America has world best #Scientist Have faith on them? Stay United don't make it #Politics puppet,Donald Trump,AGAINST
6850,Full Blown CHEAT45 #WakeUpAmerica #USA #VoterFraud #Election2020 #Trump @realDonaldTrump DO SOMETHING NOW~ #DoNothingDemocrats are working overtime to rig #Elections2020 Millions of Illegals+Dead Voters Ballots swapped Ballots tossed Voter Fraud is a traffic ticket to #Dems,Donald Trump,FAVOR
6851,.@EWErickson is a great example of why you can't take someone into the big tent just because they're #Trump,Donald Trump,FAVOR
6852,This anti-Semitic attack took place Saturday night at 10:00 PM. At 2:00 PM Sunday (16 hours later!) #DonaldTrump finally responded to it! Too busy jerking off to #FoxNews and spewing hate filled conspiracy theories out of his ass on Twitter? Probably! Sad! #POTUS @realDonaldTrump,Donald Trump,AGAINST
6853,"@Freedomright01 no, sugar, #Congress was not just lazy, they were also too busy letting the tail @chuckschumer chase the dog #impeachment on an expensive &amp; futile attempt to get rid of our POTUS @realdonaldtrump",Donald Trump,FAVOR
6854,"I hate @realDonaldTrump so much. I really do. And all the assholes who support him, including all the #GOP.",Donald Trump,AGAINST
6855,"I can't even, The reaction of @EPA to #DonaldTrump toilet comment. Yup...join the club ma'am. #ThursdayThoughts #Trump is embarrassing 'I can't even': Emails reveal EPA officials' reaction to Trump rant on toilets, showers via @Yahoo",Donald Trump,AGAINST
6856,"Day 32 of @realDonaldTrumps totally arbitrary shutdown. Its so clear #Republicans are not suitable to run a govt. THEY did not address border security the last 2 years, but rather their own greed. Now its an artificial emergency. The solution - #GOP must go, vote #2020.",Donald Trump,AGAINST
6857,"Let em talk. Impeachment will never happen. Its all liberals know how to do when they know theyve failed, they just keep spouting BS. It will never change how we feel about our President. We love Trump!",Donald Trump,FAVOR
6858,Trump have not resind resigned from presedent of the USA. We wait for 1244 days and 22 hour. #Impeachment,Donald Trump,AGAINST
6859,#LiberalLogic 101 #Trump supporters are rapists/sexual abusers who haven't been laid in decades...,Donald Trump,AGAINST
6860,".@realDonaldTrump Wow. @MELANIATRUMP speaks 5 different languages. Maybe she is a spy! You are so #sad. Try putting down the phone. Try to stop golfing at the expense of the taxpayers. Try being a #grownup, you #ToddlerInChief, #FakePresident",Donald Trump,AGAINST
6861,"@realDonaldTrump shits his pants* Republicans: OMG, that's the perfect way to shit your pants, bravo Mr. President, bravo.",Donald Trump,AGAINST
6862,Cancel Mr. President! This scam needs to end first. Then we can move on! Cancel! @realDonaldTrump @meredmaddox,Donald Trump,AGAINST
6863,"Trump made it political when he invited Mike to the Rose garden to kiss his ass...Dont play dumb Meghan, its not cute. You know why people are triggered!!",Donald Trump,AGAINST
6864,I have tried to hear his words without looking at him.... pretending they came from anyone else to see what I thought of his words not his orange face.... but No one !!! No POTUS would speak like he does. Im done with this human trash. #trump #POTUS,Donald Trump,AGAINST
6865,"Demarcates have wanted this president impeached since before he was elected, they have lied, cheated and deceived there own party. Thank you @AlanDersh for standing up for the Constitution. #Trump",Donald Trump,FAVOR
6866,"TRump is like a child in that out of sight out of mind. If it stops him from having fun it no longer exists. So this rally is just him doing his normal, no virus no worries. He cannot comprehend it",Donald Trump,AGAINST
6867,#FareedZakaria #DonaldTrump @FareedZakaria take on @realDonaldTrump in 2016 is 100% accurate. This video is every bit as relevant in 2020 as it was in 2016.,Donald Trump,AGAINST
6868,"#DonaldTrump lied &amp; said 70,000 people died from the flu, that anyone who wants to be tested for #coronavirus can be, only 75,000 kits available. But #Trump blames #Obama for past viruses. @senatemajldr remove him.",Donald Trump,AGAINST
6869,Trump Tells America Not To Worry About The Coronavirus Because Hes Really Smart: Trump told the country that he is really smart and he really likes this stuff so people should not worry about the coronavirus. #DonaldTrump #EditorsPicks,Donald Trump,AGAINST
6870,"Unified? Around the world. Where have you been? I work all over, mostly Europe these day Before I always met admiration for Americans Now increasingly ridicule and laughter Yea, unified... against #realDonaldTrump A baby with tantrums",Donald Trump,AGAINST
6871,"Trump hotel in Washington charged Secret Service $200,000 in president's first year via @nbcnews",Donald Trump,AGAINST
6872,ICYMI From #RussiaGate to #UkraineGate: The [#TrumpImpeachment] Inquiry - @CRG_CRM &gt; From RussiaGate to UkraineGate: The #Impeachment Inquiry - Dems Lose Their Marbles: Barr-Durham Moves To Criminal Prosecution As Former FBI General Counsel Cooperates,Donald Trump,FAVOR
6873,"77% of Americans can't agree on: 1. Which direction a roll of toilet paper should go (over? under?) 2. Wendy's or Burger King 3. Coke or Pepsi 4. Batman or Superman 5. Vanilla or chocolate But sure, feel free to believe that 77% trust in #DonaldTrump's handling of the virus.",Donald Trump,AGAINST
6874,"#leftwing #activist #RobReiner has declared that all #supporters of #President #DonaldTrump are #racist, claiming that #Trump has made it abundantly clear his re-election [campaign] is based on #whitenationalism. #RobReiner is a childish #RACIST #POS",Donald Trump,FAVOR
